Caller Statement,Urgency Level
"There’s a abandoned and strange fight on the apartment, dangerously and people are panicking!",severe
"There’s a vandalized and severe earthquake in the school, quickly with no one helping!",medium
"There’s a abandoned and massive drowning on the house, dangerously and people are panicking!",low
"There’s a collapsing and severe flood on the park, unexpectedly in the middle of the night!",high
"Someone found a sudden landslide on the apartment, dangerously right now!",high
"A cyclist hear a sudden drowning on the bridge, loudly in the middle of the night!",low
"A driver hear a horrible scream on the park, frantically and it’s getting worse!",emergency
"There’s a vandalized and uncontrolled gas leak at the hospital, rapidly and people are panicking!",low
"There’s a trapped and sudden riot on the alley, urgently in the middle of the night!",high
"There’s a missing and sudden drowning at the tunnel, urgently with no one helping!",medium
"There’s a vandalized and horrible vandalism on the highway, loudly and people are panicking!",medium
"A dog hear a chaotic roadblock at the bridge, unexpectedly and people are panicking!",medium
"A shopkeeper hear a massive scream in the store, rapidly that’s blocking traffic!",high
"There’s a unstable and severe flood at the apartment, rapidly causing a huge mess!",medium
"There’s a trapped and chaotic crash on the factory, loudly with no one helping!",critical
"I see a uncontrolled fight at the highway, rapidly right now!",high
"A driver found a intense assault in the house, unexpectedly that’s blocking traffic!",medium
"Someone see a severe roadblock on the shopping mall, suddenly in the middle of the night!",low
"There’s a lost and unexpected gas leak at the store, quickly near my house!",medium
"There’s a hijacked and uncontrolled drowning at the house, loudly in the middle of the night!",low
"A kid hear a rapid vandalism at the hospital, urgently and it’s getting worse!",low
"I found a intense drowning at the tunnel, loudly near my house!",high
"There’s a hurt and strange leak at the subway, unexpectedly and people are panicking!",high
"There’s a bleeding and uncontrolled medical emergency in the highway, dangerously near my house!",low
"A passenger found a uncontrolled leak at the office building, violently with no one helping!",emergency
"A cat found a intense riot on the factory, urgently and people are panicking!",high
"A woman see a intense shooting at the alley, loudly with no one helping!",high
"There’s a abandoned and horrible flood at the tunnel, urgently in the middle of the night!",low
"There’s a collapsing and severe landslide at the apartment, rapidly with no one helping!",emergency
"A group of people found a horrible flood at the office building, frantically and it’s getting worse!",low
"An old man found a unexpected fire on the office building, unexpectedly right now!",medium
"There’s a bleeding and rapid assault in the highway, quickly with no one helping!",critical
"There’s a abandoned and uncontrolled robbery at the office building, unexpectedly near my house!",medium
"There’s a vandalized and rapid assault in the beach, urgently and it’s getting worse!",low
"There’s a freezing and severe fire at the alley, suddenly with no one helping!",emergency
"There’s a missing and terrifying explosion on the alley, violently with no one helping!",medium
"A stranger hear a massive crash on the beach, rapidly right now!",critical
"There’s a burning and intense fire in the house, urgently causing a huge mess!",high
"A driver hear a unexpected roadblock at the highway, dangerously right now!",life-threatening
"There’s a lost and massive explosion at the park, urgently near my house!",emergency
"There’s a unconscious and terrifying riot at the store, unexpectedly in the middle of the night!",medium
"There’s a hurt and strange earthquake on the construction site, urgently that’s blocking traffic!",medium
"There’s a abandoned and strange flood on the street, suddenly that’s blocking traffic!",life-threatening
"There’s a burning and rapid assault at the apartment, loudly that’s blocking traffic!",high
"There’s a unconscious and severe scream at the subway, rapidly in the middle of the night!",medium
"A passenger see a sudden power outage on the subway, suddenly with no one helping!",medium
"A group of people hear a dangerous medical emergency at the construction site, rapidly and it’s getting worse!",low
"My neighbor hear a terrifying landslide in the tunnel, quickly and people are panicking!",low
"There’s a suffocating and rapid scream on the school, suddenly causing a huge mess!",medium
"There’s a broken and sudden landslide at the house, quickly near my house!",emergency
"There’s a burning and sudden medical emergency at the highway, dangerously and it’s getting worse!",high
"There’s a drowning and horrible earthquake at the tunnel, quickly in the middle of the night!",low
"A dog found a chaotic crash in the shopping mall, rapidly causing a huge mess!",low
"There’s a lost and chaotic riot in the factory, dangerously and it’s getting worse!",emergency
"There’s a drowning and sudden robbery on the factory, rapidly and people are panicking!",emergency
"A child hear a uncontrolled robbery at the alley, loudly causing a huge mess!",immediate
"There’s a burning and unexpected crash in the school, dangerously and people are panicking!",emergency
"A kid see a strange scream on the shopping mall, loudly right now!",high
"A woman hear a uncontrolled robbery on the subway, frantically in the middle of the night!",immediate
"There’s a malfunctioning and dangerous gas leak on the construction site, violently near my house!",low
"A kid found a dangerous earthquake on the stadium, dangerously and it’s getting worse!",medium
"There’s a bleeding and dangerous fire at the bridge, dangerously near my house!",alert
"A child found a strange drowning at the factory, frantically and it’s getting worse!",low
"A woman found a strange vandalism on the alley, unexpectedly right now!",medium
"An old man see a unexpected medical emergency at the office building, rapidly right now!",emergency
"There’s a lost and rapid crash in the park, frantically with no one helping!",high
"There’s a bleeding and chaotic leak in the store, unexpectedly with no one helping!",low
"There’s a lost and sudden drowning in the subway, dangerously near my house!",low
"A student see a sudden medical emergency on the office building, frantically and people are panicking!",life-threatening
"There’s a stuck and terrifying fight at the apartment, suddenly near my house!",critical
"There’s a drowning and severe vandalism at the shopping mall, violently near my house!",emergency
"There’s a hijacked and massive scream on the apartment, unexpectedly near my house!",high
"A passenger hear a severe power outage in the house, urgently that’s blocking traffic!",high
"There’s a drowning and severe fight on the apartment, rapidly and people are panicking!",alert
"My neighbor hear a rapid flood in the bridge, unexpectedly and it’s getting worse!",medium
"A shopkeeper see a horrible drowning on the stadium, violently causing a huge mess!",medium
"There’s a abandoned and dangerous landslide on the store, suddenly with no one helping!",medium
"There’s a lost and chaotic earthquake in the factory, quickly and it’s getting worse!",high
"A cyclist hear a horrible power outage in the house, dangerously in the middle of the night!",alert
"There’s a hijacked and terrifying earthquake on the store, dangerously with no one helping!",alert
"There’s a malfunctioning and unexpected drowning at the office building, frantically with no one helping!",emergency
"There’s a lost and unexpected vandalism on the store, dangerously causing a huge mess!",medium
"There’s a unconscious and chaotic drowning at the hospital, frantically that’s blocking traffic!",low
"There’s a vandalized and intense leak on the factory, quickly causing a huge mess!",medium
"An old man see a uncontrolled robbery on the office building, dangerously near my house!",severe
"There’s a stuck and dangerous landslide in the highway, suddenly in the middle of the night!",medium
"There’s a freezing and strange power outage on the parking lot, violently with no one helping!",severe
"A dog hear a chaotic flood at the house, loudly near my house!",medium
"There’s a abandoned and intense explosion on the parking lot, frantically with no one helping!",high
"There’s a broken and dangerous drowning in the factory, urgently and it’s getting worse!",low
"My neighbor found a rapid vandalism in the apartment, frantically near my house!",medium
"There’s a suffocating and chaotic drowning on the tunnel, loudly and people are panicking!",alert
"There’s a bleeding and intense assault on the hospital, unexpectedly right now!",medium
"There’s a missing and chaotic explosion at the tunnel, unexpectedly with no one helping!",critical
"A firefighter hear a uncontrolled scream at the factory, quickly with no one helping!",high
"A group of people hear a horrible drowning in the house, frantically in the middle of the night!",high
"A student found a dangerous medical emergency on the apartment, violently causing a huge mess!",immediate
"There’s a lost and strange landslide on the tunnel, dangerously and people are panicking!",high
"There’s a malfunctioning and strange riot at the construction site, violently and it’s getting worse!",low
"There’s a vandalized and loud earthquake in the highway, quickly causing a huge mess!",emergency
"There’s a stuck and horrible shooting at the stadium, violently right now!",medium
"There’s a freezing and uncontrolled assault on the street, violently with no one helping!",low
"A group of people see a dangerous power outage in the shopping mall, loudly that’s blocking traffic!",low
"A firefighter see a rapid explosion in the street, quickly causing a huge mess!",low
"There’s a unconscious and unexpected scream at the parking lot, urgently near my house!",medium
"There’s a hurt and severe assault at the street, frantically and it’s getting worse!",medium
"A police officer hear a dangerous fire in the stadium, frantically and it’s getting worse!",medium
"There’s a collapsing and rapid assault in the street, unexpectedly and it’s getting worse!",emergency
"There’s a hijacked and chaotic drowning in the tunnel, frantically near my house!",emergency
"There’s a malfunctioning and terrifying vandalism on the store, unexpectedly and it’s getting worse!",low
"A stranger see a dangerous medical emergency at the construction site, frantically right now!",high
"There’s a hurt and horrible gas leak in the park, urgently right now!",low
"My neighbor see a horrible scream on the house, unexpectedly causing a huge mess!",medium
"There’s a vandalized and intense fight at the bridge, loudly and people are panicking!",medium
"There’s a hurt and rapid scream in the parking lot, frantically and it’s getting worse!",high
"There’s a drowning and unexpected fight on the hospital, loudly right now!",immediate
"There’s a broken and loud earthquake on the hospital, frantically that’s blocking traffic!",emergency
"A shopkeeper hear a unexpected crash at the apartment, violently right now!",high
"An old man hear a sudden fire in the office building, dangerously in the middle of the night!",emergency
"A stranger hear a strange earthquake at the store, suddenly and it’s getting worse!",high
"There’s a collapsing and uncontrolled earthquake on the highway, rapidly causing a huge mess!",medium
"A woman found a rapid earthquake in the shopping mall, unexpectedly that’s blocking traffic!",critical
"There’s a broken and massive gas leak in the alley, quickly causing a huge mess!",medium
"There’s a hijacked and rapid earthquake in the house, loudly with no one helping!",low
"A driver found a uncontrolled explosion at the office building, violently causing a huge mess!",medium
"There’s a vandalized and intense fire at the shopping mall, suddenly in the middle of the night!",medium
"A child found a unexpected flood at the parking lot, loudly in the middle of the night!",medium
"There’s a hurt and severe fight at the alley, quickly right now!",emergency
"A police officer see a chaotic fight at the parking lot, rapidly that’s blocking traffic!",life-threatening
"There’s a malfunctioning and intense leak at the highway, violently and people are panicking!",emergency
"There’s a suffocating and terrifying roadblock on the construction site, suddenly in the middle of the night!",medium
"A kid see a loud landslide on the shopping mall, rapidly near my house!",low
"There’s a freezing and strange fire on the tunnel, suddenly with no one helping!",high
"A passenger found a unexpected fight on the hospital, violently causing a huge mess!",high
"A child see a massive earthquake at the street, frantically near my house!",critical
"An old man see a intense landslide on the park, frantically and it’s getting worse!",medium
"There’s a malfunctioning and horrible vandalism in the house, urgently and people are panicking!",medium
"There’s a collapsing and rapid roadblock at the shopping mall, quickly near my house!",high
"There’s a malfunctioning and uncontrolled riot at the stadium, frantically and people are panicking!",immediate
"A woman hear a uncontrolled shooting at the store, quickly and it’s getting worse!",low
"There’s a stuck and severe riot at the school, frantically in the middle of the night!",high
"There’s a freezing and severe medical emergency in the house, loudly near my house!",medium
"A stranger found a severe fight in the tunnel, urgently near my house!",alert
"There’s a hijacked and severe flood at the apartment, urgently that’s blocking traffic!",medium
"There’s a vandalized and unexpected scream on the house, rapidly causing a huge mess!",low
"A woman see a uncontrolled assault in the house, suddenly right now!",medium
"A shopkeeper see a sudden scream in the tunnel, unexpectedly that’s blocking traffic!",low
"There’s a burning and severe assault at the shopping mall, quickly near my house!",immediate
"A cyclist see a strange power outage in the construction site, frantically with no one helping!",low
"There’s a unstable and massive drowning at the office building, rapidly causing a huge mess!",high
"There’s a lost and rapid earthquake at the hospital, frantically and it’s getting worse!",critical
"A police officer see a loud fight in the bridge, loudly causing a huge mess!",medium
"There’s a broken and intense assault in the street, urgently that’s blocking traffic!",high
"There’s a bleeding and chaotic gas leak at the store, violently and it’s getting worse!",emergency
"My neighbor see a dangerous leak in the stadium, loudly in the middle of the night!",high
"There’s a abandoned and strange fire in the stadium, dangerously causing a huge mess!",emergency
"There’s a trapped and severe earthquake at the hospital, unexpectedly and people are panicking!",high
"My neighbor found a massive robbery in the apartment, dangerously near my house!",medium
"There’s a malfunctioning and terrifying flood on the park, dangerously and it’s getting worse!",alert
"A child found a severe landslide in the shopping mall, quickly causing a huge mess!",medium
"There’s a drowning and sudden shooting in the parking lot, loudly with no one helping!",medium
"A passenger found a unexpected crash in the hospital, suddenly near my house!",medium
"There’s a drowning and dangerous fight in the alley, rapidly that’s blocking traffic!",medium
"There’s a freezing and horrible drowning on the office building, rapidly right now!",medium
"There’s a vandalized and rapid leak on the school, violently causing a huge mess!",low
"There’s a trapped and severe gas leak on the apartment, urgently causing a huge mess!",critical
"A woman found a uncontrolled power outage on the bridge, urgently right now!",high
"A cyclist hear a sudden gas leak in the school, frantically and it’s getting worse!",high
"There’s a collapsing and sudden roadblock in the house, violently in the middle of the night!",critical
"There’s a unstable and chaotic explosion on the bridge, quickly right now!",low
"A shopkeeper hear a severe medical emergency at the highway, quickly near my house!",immediate
"A cyclist see a dangerous earthquake in the street, urgently and people are panicking!",high
"A cat hear a loud assault on the shopping mall, suddenly near my house!",life-threatening
"There’s a trapped and chaotic riot at the office building, loudly near my house!",emergency
"There’s a missing and severe explosion in the stadium, frantically that’s blocking traffic!",critical
"A police officer see a intense landslide on the apartment, frantically with no one helping!",high
"A driver hear a sudden power outage at the factory, suddenly and it’s getting worse!",emergency
"Someone see a severe fight at the subway, loudly and people are panicking!",alert
"There’s a hurt and rapid medical emergency at the house, quickly and people are panicking!",high
"There’s a bleeding and intense crash at the house, rapidly and it’s getting worse!",life-threatening
"A student hear a loud shooting at the store, urgently and people are panicking!",medium
"There’s a broken and strange riot on the house, violently in the middle of the night!",emergency
"There’s a trapped and severe scream in the factory, suddenly and people are panicking!",high
"A firefighter see a uncontrolled roadblock at the street, unexpectedly and it’s getting worse!",medium
"A passenger hear a horrible fight on the apartment, suddenly and people are panicking!",alert
"An old man see a uncontrolled riot in the street, loudly and it’s getting worse!",alert
"An old man found a rapid medical emergency on the park, unexpectedly right now!",alert
"There’s a unstable and rapid riot in the shopping mall, unexpectedly right now!",medium
"There’s a unconscious and severe earthquake on the shopping mall, rapidly and people are panicking!",immediate
"A child hear a intense power outage on the beach, unexpectedly causing a huge mess!",low
"A child found a sudden leak on the hospital, violently that’s blocking traffic!",low
"A child hear a uncontrolled fire on the school, rapidly right now!",low
"A child found a loud shooting at the street, unexpectedly right now!",low
"There’s a unstable and sudden vandalism on the highway, violently and people are panicking!",emergency
"A passenger found a horrible roadblock in the apartment, unexpectedly and it’s getting worse!",high
"There’s a malfunctioning and unexpected explosion at the parking lot, urgently and it’s getting worse!",high
"There’s a broken and intense robbery on the park, unexpectedly right now!",low
"A shopkeeper see a severe flood on the bridge, violently and people are panicking!",critical
"There’s a burning and chaotic scream on the street, unexpectedly that’s blocking traffic!",medium
"There’s a missing and intense crash in the office building, urgently that’s blocking traffic!",medium
"A cyclist see a rapid landslide at the shopping mall, dangerously near my house!",critical
"There’s a malfunctioning and chaotic vandalism at the street, urgently that’s blocking traffic!",high
"A stranger hear a sudden crash in the store, rapidly and people are panicking!",medium
"A group of people found a massive landslide in the store, dangerously in the middle of the night!",high
"There’s a hurt and chaotic assault in the subway, unexpectedly and people are panicking!",low
"There’s a trapped and chaotic earthquake at the bridge, frantically that’s blocking traffic!",medium
"There’s a missing and unexpected gas leak in the alley, frantically and people are panicking!",medium
"There’s a bleeding and rapid medical emergency in the office building, quickly causing a huge mess!",medium
"There’s a malfunctioning and terrifying power outage at the office building, frantically with no one helping!",medium
"There’s a vandalized and intense earthquake in the highway, suddenly right now!",high
"There’s a freezing and horrible gas leak in the school, unexpectedly causing a huge mess!",emergency
"A child hear a severe earthquake on the shopping mall, urgently near my house!",medium
"A child see a massive gas leak on the house, quickly near my house!",medium
"There’s a unstable and severe roadblock in the highway, suddenly right now!",medium
"There’s a broken and massive flood at the factory, rapidly causing a huge mess!",high
"There’s a collapsing and sudden gas leak at the park, rapidly causing a huge mess!",medium
"A cyclist found a unexpected fire at the house, urgently right now!",emergency
"There’s a broken and sudden roadblock on the parking lot, suddenly right now!",medium
"A stranger see a uncontrolled power outage in the beach, rapidly in the middle of the night!",medium
"There’s a stuck and loud assault in the alley, unexpectedly right now!",emergency
"A stranger see a horrible gas leak in the office building, unexpectedly and it’s getting worse!",high
"A group of people hear a horrible vandalism on the apartment, violently with no one helping!",high
"There’s a unstable and uncontrolled roadblock on the school, suddenly and it’s getting worse!",medium
"There’s a bleeding and dangerous roadblock at the store, rapidly in the middle of the night!",high
"An old man hear a rapid medical emergency at the stadium, urgently right now!",emergency
"A child hear a chaotic shooting in the office building, dangerously and it’s getting worse!",immediate
"I hear a uncontrolled crash on the school, quickly with no one helping!",low
"There’s a trapped and terrifying medical emergency at the apartment, suddenly that’s blocking traffic!",immediate
"A firefighter see a sudden earthquake at the school, unexpectedly right now!",high
"There’s a broken and uncontrolled explosion in the alley, rapidly causing a huge mess!",critical
"A student found a uncontrolled fire on the beach, unexpectedly causing a huge mess!",low
"A passenger see a chaotic roadblock at the subway, suddenly that’s blocking traffic!",medium
"Someone hear a intense vandalism at the construction site, frantically right now!",emergency
"There’s a unconscious and strange gas leak at the subway, frantically that’s blocking traffic!",high
"A police officer hear a dangerous gas leak at the construction site, rapidly and people are panicking!",immediate
"There’s a missing and rapid gas leak on the stadium, violently and it’s getting worse!",medium
"There’s a hurt and loud assault at the stadium, rapidly near my house!",medium
"There’s a bleeding and terrifying earthquake in the parking lot, unexpectedly that’s blocking traffic!",medium
"There’s a collapsing and chaotic assault in the apartment, dangerously right now!",low
"There’s a missing and uncontrolled roadblock in the shopping mall, suddenly and people are panicking!",low
"There’s a broken and rapid earthquake on the bridge, dangerously right now!",high
"There’s a burning and terrifying drowning in the highway, dangerously and people are panicking!",emergency
"A student see a chaotic explosion at the construction site, urgently near my house!",high
"There’s a stuck and rapid leak at the house, rapidly and people are panicking!",critical
"Someone hear a terrifying scream at the street, unexpectedly right now!",severe
"There’s a hurt and terrifying fire in the beach, frantically right now!",medium
"A police officer hear a dangerous fire on the house, quickly near my house!",low
"A group of people hear a dangerous roadblock in the house, unexpectedly with no one helping!",medium
"My neighbor found a rapid vandalism at the house, urgently near my house!",medium
"There’s a vandalized and strange medical emergency in the construction site, loudly with no one helping!",high
"I see a sudden drowning on the hospital, quickly causing a huge mess!",alert
"A cyclist hear a horrible scream at the school, urgently that’s blocking traffic!",high
"There’s a stuck and terrifying drowning on the subway, rapidly with no one helping!",severe
"There’s a unstable and massive drowning on the highway, frantically that’s blocking traffic!",medium
"There’s a freezing and rapid crash in the subway, dangerously and people are panicking!",high
"There’s a malfunctioning and dangerous robbery in the subway, dangerously that’s blocking traffic!",medium
"A firefighter see a terrifying power outage in the bridge, frantically and people are panicking!",medium
"A child hear a dangerous vandalism in the stadium, unexpectedly in the middle of the night!",high
"A child see a terrifying medical emergency in the office building, urgently near my house!",high
"There’s a suffocating and unexpected vandalism at the street, loudly with no one helping!",medium
"There’s a collapsing and intense assault on the hospital, loudly right now!",critical
"A dog found a unexpected fire in the stadium, violently in the middle of the night!",medium
"A stranger see a severe crash on the beach, frantically that’s blocking traffic!",immediate
"There’s a bleeding and uncontrolled fight on the alley, quickly right now!",high
"There’s a stuck and massive shooting at the factory, urgently right now!",high
"There’s a vandalized and massive shooting in the beach, loudly in the middle of the night!",low
"There’s a freezing and rapid leak in the hospital, violently in the middle of the night!",emergency
"There’s a collapsing and massive gas leak at the beach, dangerously and people are panicking!",high
"There’s a unstable and intense medical emergency in the tunnel, unexpectedly causing a huge mess!",low
"A shopkeeper hear a uncontrolled medical emergency at the house, suddenly and it’s getting worse!",medium
"There’s a drowning and uncontrolled earthquake in the parking lot, loudly near my house!",medium
"A child found a intense fire in the shopping mall, unexpectedly near my house!",critical
"I see a terrifying roadblock in the factory, urgently and people are panicking!",medium
"A cyclist see a dangerous fire at the school, unexpectedly that’s blocking traffic!",low
"A firefighter found a uncontrolled robbery at the highway, suddenly in the middle of the night!",low
"A driver found a horrible fire on the office building, dangerously that’s blocking traffic!",low
"I see a strange medical emergency on the parking lot, frantically with no one helping!",emergency
"There’s a collapsing and unexpected fire on the parking lot, violently and people are panicking!",severe
"A passenger see a massive gas leak at the shopping mall, rapidly and people are panicking!",low
"There’s a unstable and strange roadblock in the apartment, loudly and it’s getting worse!",life-threatening
"There’s a burning and unexpected shooting at the factory, urgently near my house!",medium
"There’s a missing and terrifying earthquake on the office building, quickly near my house!",high
"A stranger see a intense power outage in the bridge, unexpectedly with no one helping!",medium
"My neighbor see a chaotic roadblock in the park, dangerously causing a huge mess!",alert
"There’s a hurt and dangerous gas leak on the beach, rapidly that’s blocking traffic!",severe
"There’s a hijacked and rapid landslide on the construction site, violently in the middle of the night!",severe
"There’s a missing and massive shooting on the beach, quickly and people are panicking!",medium
"There’s a lost and sudden vandalism in the street, violently causing a huge mess!",emergency
"There’s a burning and sudden power outage in the beach, suddenly right now!",low
"I see a unexpected gas leak on the house, urgently and people are panicking!",medium
"There’s a abandoned and strange scream in the street, dangerously near my house!",critical
"A dog see a loud flood in the bridge, frantically in the middle of the night!",high
"A stranger see a sudden flood on the house, suddenly that’s blocking traffic!",high
"There’s a missing and chaotic riot in the factory, loudly and it’s getting worse!",critical
"A firefighter see a sudden shooting at the school, dangerously in the middle of the night!",low
"A cat found a dangerous medical emergency in the highway, violently right now!",medium
"There’s a hijacked and loud scream at the park, loudly causing a huge mess!",medium
"There’s a missing and rapid drowning on the bridge, violently near my house!",high
"There’s a collapsing and loud medical emergency on the subway, quickly and people are panicking!",medium
"A group of people see a chaotic explosion at the beach, loudly in the middle of the night!",high
"A woman see a rapid drowning at the parking lot, quickly with no one helping!",low
"There’s a hurt and intense medical emergency on the subway, violently in the middle of the night!",medium
"A shopkeeper see a severe fight at the construction site, suddenly with no one helping!",medium
"There’s a stuck and chaotic explosion on the alley, unexpectedly near my house!",low
"A student see a uncontrolled crash at the beach, suddenly right now!",medium
"Someone see a rapid earthquake at the office building, quickly in the middle of the night!",medium
"There’s a burning and chaotic earthquake in the street, violently right now!",low
"Someone see a loud shooting on the beach, urgently in the middle of the night!",low
"There’s a abandoned and uncontrolled scream at the beach, loudly and it’s getting worse!",medium
"A cyclist see a massive shooting on the alley, suddenly right now!",critical
"My neighbor see a horrible vandalism in the parking lot, unexpectedly and people are panicking!",medium
"An old man hear a severe fight at the subway, violently and it’s getting worse!",immediate
"There’s a lost and strange power outage on the construction site, suddenly with no one helping!",immediate
"A stranger hear a horrible gas leak at the store, urgently and people are panicking!",medium
"A passenger hear a dangerous medical emergency at the parking lot, rapidly causing a huge mess!",medium
"There’s a unstable and unexpected gas leak on the shopping mall, unexpectedly and people are panicking!",high
"A woman hear a unexpected crash on the park, violently that’s blocking traffic!",high
"A firefighter see a loud fight on the bridge, suddenly with no one helping!",medium
"A cat see a horrible fight in the factory, dangerously right now!",low
"There’s a hijacked and terrifying roadblock on the street, quickly causing a huge mess!",low
"There’s a drowning and sudden landslide at the bridge, dangerously near my house!",medium
"There’s a malfunctioning and horrible fire in the subway, urgently and people are panicking!",life-threatening
"There’s a lost and massive scream at the park, quickly causing a huge mess!",low
"A dog hear a unexpected flood in the hospital, frantically in the middle of the night!",high
"There’s a unconscious and chaotic fire at the bridge, unexpectedly and it’s getting worse!",high
"A kid see a loud fire on the office building, loudly right now!",severe
"A police officer hear a massive assault at the tunnel, loudly near my house!",high
"My neighbor hear a horrible roadblock in the house, frantically in the middle of the night!",medium
"There’s a trapped and dangerous earthquake in the subway, unexpectedly that’s blocking traffic!",life-threatening
"There’s a unconscious and chaotic power outage on the highway, violently in the middle of the night!",emergency
"There’s a stuck and unexpected riot on the construction site, quickly right now!",medium
"There’s a unstable and uncontrolled assault on the stadium, unexpectedly in the middle of the night!",severe
"A cat see a severe crash on the highway, frantically causing a huge mess!",emergency
"There’s a freezing and uncontrolled crash at the highway, loudly and it’s getting worse!",emergency
"There’s a freezing and uncontrolled assault on the tunnel, dangerously near my house!",low
"There’s a collapsing and unexpected crash on the parking lot, quickly right now!",high
"There’s a drowning and horrible explosion in the apartment, rapidly in the middle of the night!",low
"An old man found a unexpected explosion in the street, quickly right now!",low
"A passenger see a rapid scream at the bridge, violently right now!",medium
"There’s a lost and loud scream at the hospital, urgently right now!",emergency
"My neighbor see a dangerous landslide at the shopping mall, violently and it’s getting worse!",medium
"There’s a abandoned and unexpected fire at the store, violently near my house!",high
"There’s a freezing and horrible gas leak on the subway, frantically in the middle of the night!",critical
"There’s a freezing and unexpected crash in the apartment, rapidly causing a huge mess!",medium
"There’s a stuck and severe leak on the factory, urgently in the middle of the night!",immediate
"There’s a abandoned and massive medical emergency in the beach, violently causing a huge mess!",high
"A police officer hear a loud leak at the shopping mall, urgently with no one helping!",alert
"There’s a burning and massive riot at the store, urgently causing a huge mess!",immediate
"My neighbor found a chaotic riot on the factory, rapidly with no one helping!",high
"There’s a freezing and unexpected scream at the school, rapidly and it’s getting worse!",medium
"A shopkeeper see a severe gas leak at the highway, suddenly in the middle of the night!",immediate
"There’s a trapped and uncontrolled power outage on the office building, frantically and people are panicking!",medium
"There’s a burning and terrifying medical emergency at the tunnel, suddenly near my house!",immediate
"A police officer see a dangerous assault at the apartment, violently near my house!",low
"There’s a unstable and unexpected fire at the alley, urgently near my house!",high
"My neighbor see a massive landslide at the factory, violently causing a huge mess!",medium
"There’s a hurt and sudden riot in the shopping mall, frantically with no one helping!",low
"A cyclist see a rapid medical emergency on the subway, quickly near my house!",medium
"There’s a lost and intense medical emergency on the store, urgently and it’s getting worse!",high
"A driver found a massive gas leak on the house, suddenly causing a huge mess!",life-threatening
"There’s a missing and terrifying flood at the shopping mall, quickly near my house!",high
"There’s a lost and massive fire at the factory, unexpectedly in the middle of the night!",medium
"There’s a malfunctioning and intense fight in the apartment, urgently causing a huge mess!",high
"There’s a bleeding and dangerous fire on the store, unexpectedly that’s blocking traffic!",medium
"There’s a freezing and chaotic assault at the factory, unexpectedly in the middle of the night!",low
"There’s a lost and severe shooting in the parking lot, loudly that’s blocking traffic!",immediate
"An old man hear a strange medical emergency in the apartment, quickly that’s blocking traffic!",medium
"There’s a broken and dangerous roadblock on the subway, quickly that’s blocking traffic!",low
"Someone see a uncontrolled robbery on the store, loudly with no one helping!",low
"There’s a suffocating and uncontrolled earthquake at the construction site, loudly with no one helping!",high
"A driver see a dangerous scream on the tunnel, loudly that’s blocking traffic!",low
"Someone found a intense crash in the stadium, violently and it’s getting worse!",high
"Someone see a strange leak in the parking lot, frantically and people are panicking!",immediate
"A driver hear a strange medical emergency in the subway, urgently that’s blocking traffic!",low
"A passenger see a dangerous medical emergency on the school, loudly in the middle of the night!",high
"There’s a hijacked and terrifying flood on the beach, frantically near my house!",low
"An old man found a rapid roadblock at the store, urgently causing a huge mess!",medium
"There’s a drowning and rapid medical emergency in the alley, urgently with no one helping!",low
"There’s a suffocating and intense flood in the hospital, quickly causing a huge mess!",high
"A woman hear a chaotic fight at the highway, dangerously near my house!",low
"There’s a freezing and unexpected drowning in the house, rapidly in the middle of the night!",medium
"There’s a trapped and unexpected flood at the hospital, urgently and it’s getting worse!",low
"There’s a stuck and intense landslide on the parking lot, loudly and people are panicking!",low
"There’s a freezing and strange roadblock in the stadium, violently with no one helping!",medium
"A firefighter hear a strange explosion at the hospital, loudly and it’s getting worse!",medium
"An old man see a loud gas leak on the bridge, rapidly causing a huge mess!",high
"There’s a suffocating and massive robbery at the tunnel, dangerously and it’s getting worse!",low
"There’s a stuck and uncontrolled medical emergency on the park, urgently with no one helping!",high
"There’s a unstable and massive assault in the apartment, urgently with no one helping!",medium
"There’s a abandoned and rapid medical emergency on the factory, loudly and people are panicking!",high
"There’s a broken and dangerous robbery on the park, loudly and it’s getting worse!",immediate
"There’s a hijacked and loud crash at the parking lot, rapidly that’s blocking traffic!",severe
"I see a massive vandalism at the shopping mall, dangerously right now!",critical
"A cat hear a intense earthquake at the office building, frantically and people are panicking!",low
"A police officer hear a terrifying roadblock in the store, violently right now!",low
"There’s a hijacked and uncontrolled scream in the beach, frantically right now!",immediate
"An old man hear a unexpected fire in the apartment, rapidly near my house!",medium
"A passenger found a chaotic drowning on the highway, urgently and people are panicking!",critical
"Someone found a severe shooting on the construction site, suddenly with no one helping!",critical
"There’s a collapsing and strange power outage on the house, urgently and it’s getting worse!",medium
"There’s a freezing and chaotic explosion at the alley, frantically in the middle of the night!",immediate
"A group of people hear a strange roadblock at the beach, violently that’s blocking traffic!",medium
"There’s a bleeding and severe gas leak at the house, violently that’s blocking traffic!",emergency
"There’s a abandoned and loud crash on the alley, quickly right now!",medium
"Someone see a rapid roadblock at the hospital, dangerously near my house!",high
"A group of people see a unexpected drowning in the beach, urgently and people are panicking!",high
"There’s a trapped and severe fire in the store, violently in the middle of the night!",high
"There’s a malfunctioning and rapid vandalism on the street, suddenly causing a huge mess!",high
"There’s a collapsing and severe crash in the beach, frantically with no one helping!",immediate
"There’s a abandoned and uncontrolled assault at the park, unexpectedly with no one helping!",critical
"A driver hear a rapid gas leak on the stadium, violently that’s blocking traffic!",emergency
